C:\Users\jonathans\PycharmProjects\PSSEDYN\SampleSystem\OUT\out_dyntools_demo_bus154_fault.out
                     21             22      
        Time(s) VOLT 2 [BUS 2  VOLT 3 [BUS 3 
                       18.000]        13.800]
        34.1084       0.969855        1.07476
        34.1167       0.969854        1.07476
         34.125       0.969853        1.07476
        34.1334       0.969853        1.07476
        34.1417       0.969852        1.07476
        34.1501       0.969851        1.07476
        34.1584       0.969851        1.07476
        34.1667        0.96985        1.07476
        34.1751        0.96985        1.07476
        34.1834       0.969849        1.07476
        34.1917       0.969848        1.07476
        34.2001       0.969848        1.07476
        34.2084       0.969847        1.07476
        34.2167       0.969847        1.07476
        34.2251       0.969846        1.07476
        34.2334       0.969845        1.07475
        34.2417       0.969845        1.07475
        34.2501       0.969844        1.07475
        34.2584       0.969844        1.07475
        34.2667       0.969843        1.07475
        34.2751       0.969842        1.07475
        34.2834       0.969842        1.07475
        34.2918       0.969841        1.07475
        34.3001       0.969841        1.07475
        34.3084        0.96984        1.07475
        34.3168       0.969839        1.07475
        34.3251       0.969839        1.07475
        34.3334       0.969838        1.07475
        34.3418       0.969837        1.07475
        34.3501       0.969837        1.07475
        34.3584       0.969836        1.07475
        34.3668       0.969836        1.07474
        34.3751       0.969835        1.07474
        34.3834       0.969835        1.07474
        34.3918       0.969834        1.07474
        34.4001       0.969833        1.07474
        34.4084       0.969833        1.07474
        34.4168       0.969832        1.07474
        34.4251       0.969832        1.07474
        34.4334       0.969831        1.07474
        34.4418       0.969831        1.07474
        34.4501        0.96983        1.07474
        34.4585        0.96983        1.07474
        34.4668       0.969829        1.07474
        34.4751       0.969829        1.07474
        34.4835       0.969828        1.07474
        34.4918       0.969828        1.07474
        34.5001       0.969827        1.07474
        34.5085       0.969827        1.07474
        34.5168       0.969826        1.07474
        34.5251       0.969826        1.07473
        34.5335       0.969825        1.07473
        34.5418       0.969825        1.07473
        34.5501       0.969824        1.07473
        34.5585       0.969823        1.07473
        34.5668       0.969823        1.07473
        34.5751       0.969822        1.07473
        34.5835       0.969822        1.07473
        34.5918       0.969821        1.07473
        34.6002       0.969821        1.07473
        34.6085        0.96982        1.07473
        34.6168        0.96982        1.07473
        34.6252       0.969819        1.07473
        34.6335       0.969819        1.07473
        34.6418       0.969818        1.07473
        34.6502       0.969818        1.07473
        34.6585       0.969817        1.07473
        34.6668       0.969817        1.07473
        34.6752       0.969816        1.07473
        34.6835       0.969816        1.07473
        34.6918       0.969815        1.07472
        34.7002       0.969815        1.07472
        34.7085       0.969814        1.07472
        34.7168       0.969814        1.07472
        34.7252       0.969813        1.07472
        34.7335       0.969813        1.07472
        34.7418       0.969812        1.07472
        34.7502       0.969812        1.07472
        34.7585       0.969811        1.07472
        34.7669       0.969811        1.07472
        34.7752        0.96981        1.07472
        34.7835        0.96981        1.07472
        34.7919       0.969809        1.07472
        34.8002       0.969809        1.07472
        34.8085       0.969808        1.07472
        34.8169       0.969808        1.07472
        34.8252       0.969807        1.07472
        34.8335       0.969807        1.07472
        34.8419       0.969807        1.07472
        34.8502       0.969806        1.07472
        34.8585       0.969806        1.07472
        34.8669       0.969805        1.07471
        34.8752       0.969805        1.07471
        34.8835       0.969804        1.07471
        34.8919       0.969804        1.07471
        34.9002       0.969803        1.07471
        34.9086       0.969803        1.07471
        34.9169       0.969802        1.07471
        34.9252       0.969802        1.07471
        34.9336       0.969801        1.07471
        34.9419       0.969801        1.07471
        34.9502         0.9698        1.07471
        34.9586         0.9698        1.07471
        34.9669       0.969799        1.07471
        34.9752       0.969799        1.07471
        34.9836       0.969798        1.07471
        34.9919       0.969798        1.07471
        35.0002       0.969798        1.07471
        35.0086       0.969797        1.07471
        35.0169       0.969797        1.07471
        35.0252       0.969796        1.07471
        35.0336       0.969796        1.07471
        35.0419       0.969795         1.0747
        35.0502       0.969795         1.0747
        35.0586       0.969795         1.0747
        35.0669       0.969794         1.0747
        35.0753       0.969794         1.0747
        35.0836       0.969793         1.0747
        35.0919       0.969793         1.0747
        35.1003       0.969792         1.0747
        35.1086       0.969792         1.0747
        35.1169       0.969791         1.0747
        35.1253       0.969791         1.0747
        35.1336       0.969791         1.0747
        35.1419        0.96979         1.0747
        35.1503        0.96979         1.0747
        35.1586       0.969789         1.0747
        35.1669       0.969789         1.0747
        35.1753       0.969788         1.0747
        35.1836       0.969788         1.0747
        35.1919       0.969787         1.0747
        35.2003       0.969787         1.0747
        35.2086       0.969787         1.0747
        35.2169       0.969786        1.07469
        35.2253       0.969786        1.07469
        35.2336       0.969785        1.07469
         35.242       0.969785        1.07469
        35.2503       0.969784        1.07469
        35.2586       0.969784        1.07469
         35.267       0.969784        1.07469
        35.2753       0.969783        1.07469
        35.2836       0.969783        1.07469
         35.292       0.969782        1.07469
        35.3003       0.969782        1.07469
        35.3086       0.969781        1.07469
         35.317       0.969781        1.07469
        35.3253       0.969781        1.07469
        35.3336        0.96978        1.07469
         35.342        0.96978        1.07469
        35.3503       0.969779        1.07469
        35.3586       0.969779        1.07469
         35.367       0.969778        1.07469
        35.3753       0.969778        1.07469
        35.3837       0.969778        1.07469
         35.392       0.969777        1.07469
        35.4003       0.969777        1.07468
        35.4087       0.969776        1.07468
         35.417       0.969776        1.07468
        35.4253       0.969775        1.07468
        35.4337       0.969775        1.07468
         35.442       0.969775        1.07468
        35.4503       0.969774        1.07468
        35.4587       0.969774        1.07468
         35.467       0.969774        1.07468
        35.4753       0.969773        1.07468
        35.4837       0.969773        1.07468
         35.492       0.969772        1.07468
        35.5003       0.969772        1.07468
        35.5087       0.969771        1.07468
         35.517       0.969771        1.07468
        35.5253       0.969771        1.07468
        35.5337        0.96977        1.07468
         35.542        0.96977        1.07468
        35.5504        0.96977        1.07468
        35.5587       0.969769        1.07468
         35.567       0.969769        1.07468
        35.5754       0.969768        1.07468
        35.5837       0.969768        1.07468
         35.592       0.969768        1.07468
        35.6004       0.969767        1.07468
        35.6087       0.969767        1.07468
         35.617       0.969767        1.07468
        35.6254       0.969766        1.07467
        35.6337       0.969766        1.07467
         35.642       0.969765        1.07467
        35.6504       0.969765        1.07467
        35.6587       0.969765        1.07467
         35.667       0.969764        1.07467
        35.6754       0.969764        1.07467
        35.6837       0.969764        1.07467
        35.6921       0.969763        1.07467
        35.7004       0.969763        1.07467
        35.7087       0.969763        1.07467
        35.7171       0.969762        1.07467
        35.7254       0.969762        1.07467
        35.7337       0.969761        1.07467
        35.7421       0.969761        1.07467
        35.7504       0.969761        1.07467
        35.7587        0.96976        1.07467
        35.7671        0.96976        1.07467
        35.7754        0.96976        1.07467
        35.7837       0.969759        1.07467
        35.7921       0.969759        1.07467
        35.8004       0.969759        1.07467
        35.8087       0.969758        1.07467
        35.8171       0.969758        1.07467
        35.8254       0.969757        1.07467
        35.8337       0.969757        1.07467
        35.8421       0.969757        1.07467
        35.8504       0.969756        1.07466
        35.8588       0.969756        1.07466
        35.8671       0.969756        1.07466
        35.8754       0.969755        1.07466
        35.8838       0.969755        1.07466
        35.8921       0.969755        1.07466
        35.9004       0.969754        1.07466
        35.9088       0.969754        1.07466
        35.9171       0.969753        1.07466
        35.9254       0.969753        1.07466
        35.9338       0.969753        1.07466
        35.9421       0.969752        1.07466
        35.9504       0.969752        1.07466
        35.9588       0.969752        1.07466
        35.9671       0.969751        1.07466
        35.9754       0.969751        1.07466
        35.9838       0.969751        1.07466
        35.9921        0.96975        1.07466
        36.0005        0.96975        1.07466
        36.0088       0.969749        1.07466
        36.0171       0.969749        1.07466
        36.0255       0.969749        1.07466
        36.0338       0.969748        1.07466
        36.0421       0.969748        1.07466
        36.0505       0.969748        1.07466
        36.0588       0.969747        1.07466
        36.0671       0.969747        1.07466
        36.0755       0.969747        1.07466
        36.0838       0.969746        1.07465
        36.0921       0.969746        1.07465
        36.1005       0.969746        1.07465
        36.1088       0.969745        1.07465
        36.1171       0.969745        1.07465
        36.1255       0.969744        1.07465
        36.1338       0.969744        1.07465
        36.1421       0.969744        1.07465
        36.1505       0.969743        1.07465
        36.1588       0.969743        1.07465
        36.1672       0.969743        1.07465
        36.1755       0.969742        1.07465
        36.1838       0.969742        1.07465
        36.1922       0.969741        1.07465
        36.2005       0.969741        1.07465
        36.2088       0.969741        1.07465
        36.2172        0.96974        1.07465
        36.2255        0.96974        1.07465
        36.2338        0.96974        1.07465
        36.2422       0.969739        1.07465
        36.2505       0.969739        1.07465
        36.2588       0.969738        1.07465
        36.2672       0.969738        1.07465
        36.2755       0.969738        1.07465
        36.2838       0.969737        1.07465
        36.2922       0.969737        1.07465
        36.3005       0.969737        1.07465
        36.3088       0.969736        1.07464
        36.3172       0.969736        1.07464
        36.3255       0.969736        1.07464
        36.3339       0.969735        1.07464
        36.3422       0.969735        1.07464
        36.3505       0.969735        1.07464
        36.3589       0.969734        1.07464
        36.3672       0.969734        1.07464
        36.3755       0.969734        1.07464
        36.3839       0.969733        1.07464
        36.3922       0.969733        1.07464
        36.4005       0.969733        1.07464
        36.4089       0.969732        1.07464
        36.4172       0.969732        1.07464
        36.4255       0.969732        1.07464
        36.4339       0.969731        1.07464
        36.4422       0.969731        1.07464
        36.4505       0.969731        1.07464
        36.4589       0.969731        1.07464
        36.4672        0.96973        1.07464
        36.4756        0.96973        1.07464
        36.4839        0.96973        1.07464
        36.4922       0.969729        1.07464
        36.5006       0.969729        1.07464
        36.5089       0.969729        1.07464
        36.5172       0.969728        1.07464
        36.5256       0.969728        1.07464
        36.5339       0.969728        1.07464
        36.5422       0.969727        1.07464
        36.5506       0.969727        1.07463
        36.5589       0.969727        1.07463
        36.5672       0.969727        1.07463
        36.5756       0.969726        1.07463
        36.5839       0.969726        1.07463
        36.5922       0.969725        1.07463
        36.6006       0.969725        1.07463
        36.6089       0.969725        1.07463
        36.6172       0.969725        1.07463
        36.6256       0.969724        1.07463
        36.6339       0.969724        1.07463
        36.6423       0.969724        1.07463
        36.6506       0.969723        1.07463
        36.6589       0.969723        1.07463
        36.6673       0.969723        1.07463
        36.6756       0.969722        1.07463
        36.6839       0.969722        1.07463
        36.6923       0.969722        1.07463
        36.7006       0.969721        1.07463
        36.7089       0.969721        1.07463
        36.7173       0.969721        1.07463
        36.7256       0.969721        1.07463
        36.7339        0.96972        1.07463
        36.7423        0.96972        1.07463
        36.7506        0.96972        1.07463
        36.7589       0.969719        1.07463
        36.7673       0.969719        1.07463
        36.7756       0.969719        1.07463
         36.784       0.969719        1.07463
        36.7923       0.969718        1.07463
        36.8006       0.969718        1.07463
         36.809       0.969718        1.07463
        36.8173       0.969717        1.07462
        36.8256       0.969717        1.07462
         36.834       0.969717        1.07462
        36.8423       0.969716        1.07462
        36.8506       0.969716        1.07462
         36.859       0.969716        1.07462
        36.8673       0.969716        1.07462
        36.8756       0.969715        1.07462
         36.884       0.969715        1.07462
        36.8923       0.969715        1.07462
        36.9006       0.969714        1.07462
         36.909       0.969714        1.07462
        36.9173       0.969714        1.07462
        36.9256       0.969714        1.07462
         36.934       0.969713        1.07462
        36.9423       0.969713        1.07462
        36.9507       0.969713        1.07462
         36.959       0.969712        1.07462
        36.9673       0.969712        1.07462
        36.9757       0.969712        1.07462
         36.984       0.969712        1.07462
        36.9923       0.969711        1.07462
        37.0007       0.969711        1.07462
         37.009       0.969711        1.07462
        37.0173       0.969711        1.07462
        37.0257        0.96971        1.07462
         37.034        0.96971        1.07462
        37.0423        0.96971        1.07462
        37.0507        0.96971        1.07462
         37.059       0.969709        1.07462
        37.0673       0.969709        1.07462
        37.0757       0.969709        1.07462
         37.084       0.969709        1.07462
        37.0924       0.969708        1.07462
        37.1007       0.969708        1.07462
         37.109       0.969708        1.07462
        37.1174       0.969708        1.07462
        37.1257       0.969707        1.07462
         37.134       0.969707        1.07462
        37.1424       0.969707        1.07462
        37.1507       0.969707        1.07461
         37.159       0.969706        1.07461
        37.1674       0.969706        1.07461
        37.1757       0.969706        1.07461
         37.184       0.969706        1.07461
        37.1924       0.969705        1.07461
        37.2007       0.969705        1.07461
         37.209       0.969705        1.07461
        37.2174       0.969705        1.07461
        37.2257       0.969704        1.07461
         37.234       0.969704        1.07461
        37.2424       0.969704        1.07461
        37.2507       0.969704        1.07461
        37.2591       0.969703        1.07461
        37.2674       0.969703        1.07461
        37.2757       0.969703        1.07461
        37.2841       0.969703        1.07461
        37.2924       0.969702        1.07461
        37.3007       0.969702        1.07461
        37.3091       0.969702        1.07461
        37.3174       0.969702        1.07461
        37.3257       0.969702        1.07461
        37.3341       0.969701        1.07461
        37.3424       0.969701        1.07461
        37.3507       0.969701        1.07461
        37.3591       0.969701        1.07461
        37.3674         0.9697        1.07461
        37.3757         0.9697        1.07461
        37.3841         0.9697        1.07461
        37.3924         0.9697        1.07461
        37.4007       0.969699        1.07461
        37.4091       0.969699        1.07461
        37.4174       0.969699        1.07461
        37.4258       0.969699        1.07461
        37.4341       0.969698        1.07461
        37.4424       0.969698        1.07461
        37.4508       0.969698        1.07461
        37.4591       0.969698        1.07461
        37.4674       0.969697        1.07461
        37.4758       0.969697        1.07461
        37.4841       0.969697         1.0746
        37.4924       0.969697         1.0746
        37.5008       0.969696         1.0746
        37.5091       0.969696         1.0746
        37.5174       0.969696         1.0746
        37.5258       0.969696         1.0746
        37.5341       0.969695         1.0746
        37.5424       0.969695         1.0746
        37.5508       0.969695         1.0746
        37.5591       0.969695         1.0746
        37.5675       0.969695         1.0746
        37.5758       0.969694         1.0746
        37.5841       0.969694         1.0746
        37.5925       0.969694         1.0746
        37.6008       0.969694         1.0746
        37.6091       0.969694         1.0746
        37.6175       0.969693         1.0746
        37.6258       0.969693         1.0746
        37.6341       0.969693         1.0746
        37.6425       0.969693         1.0746
        37.6508       0.969693         1.0746
        37.6591       0.969692         1.0746
        37.6675       0.969692         1.0746
        37.6758       0.969692         1.0746
        37.6841       0.969692         1.0746
        37.6925       0.969692         1.0746
        37.7008       0.969691         1.0746
        37.7091       0.969691         1.0746
        37.7175       0.969691         1.0746
        37.7258       0.969691         1.0746
        37.7342       0.969691         1.0746
        37.7425       0.969691         1.0746
        37.7508        0.96969         1.0746
        37.7592        0.96969         1.0746
        37.7675        0.96969         1.0746
        37.7758        0.96969         1.0746
        37.7842        0.96969         1.0746
        37.7925       0.969689         1.0746
        37.8008       0.969689         1.0746
        37.8092       0.969689         1.0746
        37.8175       0.969689         1.0746
        37.8258       0.969689         1.0746
        37.8342       0.969688         1.0746
        37.8425       0.969688         1.0746
        37.8508       0.969688        1.07459
        37.8592       0.969688        1.07459
        37.8675       0.969688        1.07459
        37.8759       0.969687        1.07459
        37.8842       0.969687        1.07459
        37.8925       0.969687        1.07459
        37.9009       0.969687        1.07459
        37.9092       0.969687        1.07459
        37.9175       0.969686        1.07459
        37.9259       0.969686        1.07459
        37.9342       0.969686        1.07459
        37.9425       0.969686        1.07459
        37.9509       0.969686        1.07459
        37.9592       0.969686        1.07459
        37.9675       0.969685        1.07459
        37.9759       0.969685        1.07459
        37.9842       0.969685        1.07459
        37.9925       0.969685        1.07459
        38.0009       0.969685        1.07459
        38.0092       0.969684        1.07459
        38.0175       0.969684        1.07459
        38.0259       0.969684        1.07459
        38.0342       0.969684        1.07459
        38.0426       0.969684        1.07459
        38.0509       0.969684        1.07459
        38.0592       0.969683        1.07459
        38.0676       0.969683        1.07459
        38.0759       0.969683        1.07459
        38.0842       0.969683        1.07459
        38.0926       0.969683        1.07459
        38.1009       0.969683        1.07459
        38.1092       0.969683        1.07459
        38.1176       0.969683        1.07459
        38.1259       0.969682        1.07459
        38.1342       0.969682        1.07459
        38.1426       0.969682        1.07459
        38.1509       0.969682        1.07459
        38.1592       0.969682        1.07459
        38.1676       0.969682        1.07459
        38.1759       0.969682        1.07459
        38.1842       0.969681        1.07459
        38.1926       0.969681        1.07459
        38.2009       0.969681        1.07459
        38.2093       0.969681        1.07459
        38.2176       0.969681        1.07459
        38.2259       0.969681        1.07459
        38.2343       0.969681        1.07459
        38.2426       0.969681        1.07459
        38.2509       0.969681        1.07459
        38.2593        0.96968        1.07459
        38.2676        0.96968        1.07459
        38.2759        0.96968        1.07459
        38.2843        0.96968        1.07459
        38.2926        0.96968        1.07459
        38.3009        0.96968        1.07459
        38.3093        0.96968        1.07459
        38.3176        0.96968        1.07459
        38.3259       0.969679        1.07459
        38.3343       0.969679        1.07459
        38.3426       0.969679        1.07459
         38.351       0.969679        1.07459
        38.3593       0.969679        1.07459
        38.3676       0.969679        1.07459
         38.376       0.969679        1.07459
        38.3843       0.969679        1.07459
        38.3926       0.969678        1.07459
         38.401       0.969678        1.07459
        38.4093       0.969678        1.07459
        38.4176       0.969678        1.07459
         38.426       0.969678        1.07458
        38.4343       0.969678        1.07458
        38.4426       0.969678        1.07458
         38.451       0.969678        1.07458
        38.4593       0.969677        1.07458
        38.4676       0.969677        1.07458
         38.476       0.969677        1.07458
        38.4843       0.969677        1.07458
        38.4926       0.969677        1.07458
         38.501       0.969677        1.07458
        38.5093       0.969677        1.07458
        38.5177       0.969677        1.07458
         38.526       0.969676        1.07458
        38.5343       0.969676        1.07458
        38.5427       0.969676        1.07458
         38.551       0.969676        1.07458
        38.5593       0.969676        1.07458
        38.5677       0.969676        1.07458
         38.576       0.969676        1.07458
        38.5843       0.969676        1.07458
        38.5927       0.969675        1.07458
         38.601       0.969675        1.07458
        38.6093       0.969675        1.07458
        38.6177       0.969675        1.07458
         38.626       0.969675        1.07458
        38.6343       0.969675        1.07458
        38.6427       0.969675        1.07458
         38.651       0.969675        1.07458
        38.6594       0.969675        1.07458
        38.6677       0.969674        1.07458
         38.676       0.969674        1.07458
        38.6844       0.969674        1.07458
        38.6927       0.969674        1.07458
         38.701       0.969674        1.07458
        38.7094       0.969674        1.07458
        38.7177       0.969674        1.07458
         38.726       0.969674        1.07458
        38.7344       0.969674        1.07458
        38.7427       0.969674        1.07458
         38.751       0.969674        1.07458
        38.7594       0.969673        1.07458
        38.7677       0.969673        1.07458
         38.776       0.969673        1.07458
        38.7844       0.969673        1.07458
        38.7927       0.969673        1.07458
         38.801       0.969673        1.07458
        38.8094       0.969673        1.07458
        38.8177       0.969673        1.07458
        38.8261       0.969673        1.07458
        38.8344       0.969673        1.07458
        38.8427       0.969673        1.07458
        38.8511       0.969673        1.07458
        38.8594       0.969673        1.07458
        38.8677       0.969673        1.07458
        38.8761       0.969672        1.07458
        38.8844       0.969672        1.07458
        38.8927       0.969672        1.07458
        38.9011       0.969672        1.07458
        38.9094       0.969672        1.07458
        38.9177       0.969672        1.07458
        38.9261       0.969672        1.07458
        38.9344       0.969672        1.07458
        38.9427       0.969672        1.07458
        38.9511       0.969672        1.07458
        38.9594       0.969672        1.07458
        38.9678       0.969672        1.07458
        38.9761       0.969672        1.07458
        38.9844       0.969672        1.07458
        38.9928       0.969671        1.07458
        39.0011       0.969671        1.07458
        39.0094       0.969671        1.07458
        39.0178       0.969671        1.07458
        39.0261       0.969671        1.07458
        39.0344       0.969671        1.07458
        39.0428       0.969671        1.07458
        39.0511       0.969671        1.07458
        39.0594       0.969671        1.07458
        39.0678       0.969671        1.07458
        39.0761       0.969671        1.07458
        39.0844       0.969671        1.07458
        39.0928       0.969671        1.07458
        39.1011        0.96967        1.07458
        39.1094        0.96967        1.07458
        39.1178        0.96967        1.07458
        39.1261        0.96967        1.07458
        39.1345        0.96967        1.07458
        39.1428        0.96967        1.07458
        39.1511        0.96967        1.07458
        39.1595        0.96967        1.07458
        39.1678        0.96967        1.07458
        39.1761        0.96967        1.07458
        39.1845        0.96967        1.07457
        39.1928        0.96967        1.07457
        39.2011        0.96967        1.07457
        39.2095        0.96967        1.07457
        39.2178       0.969669        1.07457
        39.2261        0.96967        1.07457
        39.2345       0.969669        1.07457
        39.2428       0.969669        1.07457
        39.2511       0.969669        1.07457
        39.2595       0.969669        1.07457
        39.2678       0.969669        1.07457
        39.2761       0.969669        1.07457
        39.2845       0.969669        1.07457
        39.2928       0.969669        1.07457
        39.3012       0.969669        1.07457
        39.3095       0.969669        1.07457
        39.3178       0.969669        1.07457
        39.3262       0.969669        1.07457
        39.3345       0.969669        1.07457
        39.3428       0.969669        1.07457
        39.3512       0.969668        1.07457
        39.3595       0.969668        1.07457
        39.3678       0.969668        1.07457
        39.3762       0.969668        1.07457
        39.3845       0.969668        1.07457
        39.3928       0.969668        1.07457
        39.4012       0.969668        1.07457
        39.4095       0.969668        1.07457
        39.4178       0.969668        1.07457
        39.4262       0.969668        1.07457
        39.4345       0.969668        1.07457
        39.4429       0.969668        1.07457
        39.4512       0.969668        1.07457
        39.4595       0.969668        1.07457
        39.4679       0.969668        1.07457
        39.4762       0.969668        1.07457
        39.4845       0.969668        1.07457
        39.4929       0.969667        1.07457
        39.5012       0.969667        1.07457
        39.5095       0.969667        1.07457
        39.5179       0.969667        1.07457
        39.5262       0.969667        1.07457
        39.5345       0.969667        1.07457
        39.5429       0.969667        1.07457
        39.5512       0.969667        1.07457
        39.5595       0.969667        1.07457
        39.5679       0.969667        1.07457
        39.5762       0.969667        1.07457
        39.5845       0.969667        1.07457
        39.5929       0.969667        1.07457
        39.6012       0.969667        1.07457
        39.6096       0.969667        1.07457
        39.6179       0.969667        1.07457
        39.6262       0.969667        1.07457
        39.6346       0.969667        1.07457
        39.6429       0.969667        1.07457
        39.6512       0.969667        1.07457
        39.6596       0.969667        1.07457
        39.6679       0.969667        1.07457
        39.6762       0.969667        1.07457
        39.6846       0.969667        1.07457
        39.6929       0.969667        1.07457
        39.7012       0.969667        1.07457
        39.7096       0.969667        1.07457
        39.7179       0.969667        1.07457
        39.7262       0.969667        1.07457
        39.7346       0.969667        1.07457
        39.7429       0.969667        1.07457
        39.7513       0.969667        1.07457
        39.7596       0.969667        1.07457
        39.7679       0.969667        1.07457
        39.7763       0.969667        1.07457
        39.7846       0.969667        1.07457
        39.7929       0.969667        1.07457
        39.8013       0.969667        1.07457
        39.8096       0.969667        1.07457
        39.8179       0.969667        1.07457
        39.8263       0.969667        1.07457
        39.8346       0.969667        1.07457
        39.8429       0.969667        1.07457
        39.8513       0.969667        1.07457
        39.8596       0.969667        1.07457
        39.8679       0.969667        1.07457
        39.8763       0.969667        1.07457
        39.8846       0.969667        1.07457
        39.8929       0.969667        1.07457
        39.9013       0.969667        1.07457
        39.9096       0.969667        1.07457
         39.918       0.969667        1.07457
        39.9263       0.969667        1.07457
        39.9346       0.969667        1.07457
         39.943       0.969667        1.07457
        39.9513       0.969667        1.07457
        39.9596       0.969667        1.07457
         39.968       0.969667        1.07457
        39.9763       0.969667        1.07457
        39.9846       0.969667        1.07457
         39.993       0.969667        1.07457
        40.0013       0.969667        1.07457
        40.0096       0.969667        1.07457
         40.018       0.969667        1.07457
        40.0263       0.969667        1.07457
        40.0346       0.969667        1.07457
         40.043       0.969667        1.07457
        40.0513       0.969667        1.07457
        40.0597       0.969667        1.07457
         40.068       0.969667        1.07457
        40.0763       0.969667        1.07457
        40.0847       0.969667        1.07457
         40.093       0.969667        1.07457
        40.1013       0.969667        1.07457
        40.1097       0.969667        1.07457
         40.118       0.969667        1.07457
        40.1263       0.969667        1.07457
        40.1347       0.969667        1.07457
         40.143       0.969667        1.07457
        40.1513       0.969667        1.07457
        40.1597       0.969667        1.07457
         40.168       0.969667        1.07457
        40.1763       0.969667        1.07457
        40.1847       0.969667        1.07457
         40.193       0.969667        1.07457
        40.2013       0.969667        1.07457
        40.2097       0.969667        1.07457
         40.218       0.969667        1.07457
        40.2264       0.969667        1.07457
        40.2347       0.969667        1.07457
         40.243       0.969667        1.07457
        40.2514       0.969667        1.07457
        40.2597       0.969667        1.07457
         40.268       0.969667        1.07457
        40.2764       0.969667        1.07457
        40.2847       0.969667        1.07457
         40.293       0.969667        1.07457
        40.3014       0.969667        1.07457
        40.3097       0.969667        1.07457
         40.318       0.969667        1.07457
        40.3264       0.969667        1.07457
        40.3347       0.969667        1.07457
         40.343       0.969667        1.07457
        40.3514       0.969667        1.07457
        40.3597       0.969667        1.07457
         40.368       0.969667        1.07457
        40.3764       0.969667        1.07457
        40.3847       0.969667        1.07457
        40.3931       0.969667        1.07457
        40.4014       0.969667        1.07457
        40.4097       0.969667        1.07457
        40.4181       0.969667        1.07457
        40.4264       0.969667        1.07457
        40.4347       0.969667        1.07457
        40.4431       0.969667        1.07457
        40.4514       0.969667        1.07457
        40.4597       0.969667        1.07457
        40.4681       0.969667        1.07457
        40.4764       0.969667        1.07457
        40.4847       0.969667        1.07457
        40.4931       0.969667        1.07457
        40.5014       0.969667        1.07457
        40.5097       0.969667        1.07457
        40.5181       0.969667        1.07457
        40.5264       0.969667        1.07457
        40.5348       0.969667        1.07457
        40.5431       0.969667        1.07457
        40.5514       0.969667        1.07457
        40.5598       0.969667        1.07457
        40.5681       0.969667        1.07457
        40.5764       0.969667        1.07457
        40.5848       0.969667        1.07457
        40.5931       0.969667        1.07457
        40.6014       0.969667        1.07457
        40.6098       0.969667        1.07457
        40.6181       0.969667        1.07457
        40.6264       0.969667        1.07457
        40.6348       0.969667        1.07457
        40.6431       0.969667        1.07457
        40.6514       0.969668        1.07457
        40.6598       0.969667        1.07457
        40.6681       0.969667        1.07457
        40.6764       0.969667        1.07457
        40.6848       0.969667        1.07457
        40.6931       0.969667        1.07457
        40.7015       0.969667        1.07457
        40.7098       0.969667        1.07457
        40.7181       0.969667        1.07457
        40.7265       0.969667        1.07457
        40.7348       0.969667        1.07457
        40.7431       0.969667        1.07457
        40.7515       0.969667        1.07457
        40.7598       0.969667        1.07457
        40.7681       0.969667        1.07457
        40.7765       0.969667        1.07457
        40.7848       0.969667        1.07457
        40.7931       0.969668        1.07457
        40.8015       0.969668        1.07457
        40.8098       0.969667        1.07457
        40.8181       0.969668        1.07457
        40.8265       0.969668        1.07457
        40.8348       0.969667        1.07457
        40.8432       0.969668        1.07457
        40.8515       0.969667        1.07457
        40.8598       0.969667        1.07457
        40.8682       0.969668        1.07457
        40.8765       0.969668        1.07457
        40.8848       0.969668        1.07457
        40.8932       0.969668        1.07457
        40.9015       0.969668        1.07457
        40.9098       0.969668        1.07457
        40.9182       0.969668        1.07457
        40.9265       0.969668        1.07457
        40.9348       0.969668        1.07457
        40.9432       0.969668        1.07457
        40.9515       0.969668        1.07457
        40.9598       0.969668        1.07457
        40.9682       0.969668        1.07457
        40.9765       0.969668        1.07457
        40.9848       0.969668        1.07457
        40.9932       0.969668        1.07457
        41.0015       0.969668        1.07457
        41.0099       0.969668        1.07457
        41.0182       0.969668        1.07457
        41.0265       0.969668        1.07457
        41.0349       0.969668        1.07457
        41.0432       0.969668        1.07457
        41.0515       0.969668        1.07457
        41.0599       0.969668        1.07457
        41.0682       0.969669        1.07457
        41.0765       0.969669        1.07457
        41.0849       0.969669        1.07457
        41.0932       0.969669        1.07457
        41.1015       0.969669        1.07457
        41.1099       0.969669        1.07457
        41.1182       0.969669        1.07457
        41.1265       0.969669        1.07457
        41.1349       0.969669        1.07457
        41.1432       0.969669        1.07457
        41.1516       0.969669        1.07457
        41.1599       0.969669        1.07457
        41.1682       0.969669        1.07457
        41.1766       0.969669        1.07457
        41.1849       0.969669        1.07457
        41.1932       0.969669        1.07457
        41.2016       0.969669        1.07457
        41.2099       0.969669        1.07457
        41.2182       0.969669        1.07457
        41.2266        0.96967        1.07457
        41.2349        0.96967        1.07457
        41.2432        0.96967        1.07457
        41.2516        0.96967        1.07457
        41.2599        0.96967        1.07457
        41.2682        0.96967        1.07457
        41.2766        0.96967        1.07457
        41.2849        0.96967        1.07457
        41.2932        0.96967        1.07457
        41.3016        0.96967        1.07457
        41.3099        0.96967        1.07457
        41.3183        0.96967        1.07457
        41.3266        0.96967        1.07457
        41.3349        0.96967        1.07457
        41.3433        0.96967        1.07457
        41.3516        0.96967        1.07457
        41.3599        0.96967        1.07457
        41.3683        0.96967        1.07457
