# Time; ANGL 2[BUS 2 18.000]1; ANGL 3[BUS 3 13.800]1; ANGL 2[BUS 2 18.000]1; ANGL 3[BUS 3 13.800]1
   29.999628;     0.000000;    13.611359;     0.000000;    13.611359
   30.007961;     0.000000;    13.611313;     0.000000;    13.611313
   30.016294;     0.000000;    13.611282;     0.000000;    13.611282
   30.024628;     0.000000;    13.611237;     0.000000;    13.611237
   30.032961;     0.000000;    13.611191;     0.000000;    13.611191
   30.041294;     0.000000;    13.611160;     0.000000;    13.611160
   30.049627;     0.000000;    13.611115;     0.000000;    13.611115
   30.057961;     0.000000;    13.611069;     0.000000;    13.611069
   30.066294;     0.000000;    13.611008;     0.000000;    13.611008
   30.074627;     0.000000;    13.610977;     0.000000;    13.610977
   30.082960;     0.000000;    13.610931;     0.000000;    13.610931
   30.091293;     0.000000;    13.610901;     0.000000;    13.610901
   30.099627;     0.000000;    13.610840;     0.000000;    13.610840
   30.107960;     0.000000;    13.610794;     0.000000;    13.610794
   30.116293;     0.000000;    13.610779;     0.000000;    13.610779
   30.124626;     0.000000;    13.610718;     0.000000;    13.610718
   30.132959;     0.000000;    13.610672;     0.000000;    13.610672
   30.141293;     0.000000;    13.610596;     0.000000;    13.610596
   30.149626;     0.000000;    13.610580;     0.000000;    13.610580
   30.157959;     0.000000;    13.610519;     0.000000;    13.610519
   30.166292;     0.000000;    13.610489;     0.000000;    13.610489
   30.174625;     0.000000;    13.610428;     0.000000;    13.610428
   30.182959;     0.000000;    13.610397;     0.000000;    13.610397
   30.191292;     0.000000;    13.610382;     0.000000;    13.610382
   30.199625;     0.000000;    13.610306;     0.000000;    13.610306
   30.207958;     0.000000;    13.610260;     0.000000;    13.610260
   30.216291;     0.000000;    13.610214;     0.000000;    13.610214
   30.224625;     0.000000;    13.610184;     0.000000;    13.610184
   30.232958;     0.000000;    13.610123;     0.000000;    13.610123
   30.241291;     0.000000;    13.610092;     0.000000;    13.610092
   30.249624;     0.000000;    13.610046;     0.000000;    13.610046
   30.257957;     0.000000;    13.610001;     0.000000;    13.610001
   30.266291;     0.000000;    13.609985;     0.000000;    13.609985
   30.274624;     0.000000;    13.609924;     0.000000;    13.609924
   30.282957;     0.000000;    13.609909;     0.000000;    13.609909
   30.291290;     0.000000;    13.609879;     0.000000;    13.609879
   30.299623;     0.000000;    13.609818;     0.000000;    13.609818
   30.307957;     0.000000;    13.609787;     0.000000;    13.609787
   30.316290;     0.000000;    13.609741;     0.000000;    13.609741
   30.324623;     0.000000;    13.609741;     0.000000;    13.609741
   30.332956;     0.000000;    13.609680;     0.000000;    13.609680
   30.341290;     0.000000;    13.609650;     0.000000;    13.609650
   30.349623;     0.000000;    13.609604;     0.000000;    13.609604
   30.357956;     0.000000;    13.609558;     0.000000;    13.609558
   30.366289;     0.000000;    13.609543;     0.000000;    13.609543
   30.374622;     0.000000;    13.609497;     0.000000;    13.609497
   30.382956;     0.000000;    13.609467;     0.000000;    13.609467
   30.391289;     0.000000;    13.609436;     0.000000;    13.609436
   30.399622;     0.000000;    13.609390;     0.000000;    13.609390
   30.407955;     0.000000;    13.609360;     0.000000;    13.609360
   30.416288;     0.000000;    13.609314;     0.000000;    13.609314
   30.424622;     0.000000;    13.609314;     0.000000;    13.609314
   30.432955;     0.000000;    13.609268;     0.000000;    13.609268
   30.441288;     0.000000;    13.609238;     0.000000;    13.609238
   30.449621;     0.000000;    13.609192;     0.000000;    13.609192
   30.457954;     0.000000;    13.609146;     0.000000;    13.609146
   30.466288;     0.000000;    13.609131;     0.000000;    13.609131
   30.474621;     0.000000;    13.609085;     0.000000;    13.609085
   30.482954;     0.000000;    13.609055;     0.000000;    13.609055
   30.491287;     0.000000;    13.609009;     0.000000;    13.609009
   30.499620;     0.000000;    13.608978;     0.000000;    13.608978
   30.507954;     0.000000;    13.608963;     0.000000;    13.608963
   30.516287;     0.000000;    13.608917;     0.000000;    13.608917
   30.524620;     0.000000;    13.608887;     0.000000;    13.608887
   30.532953;     0.000000;    13.608856;     0.000000;    13.608856
   30.541286;     0.000000;    13.608810;     0.000000;    13.608810
   30.549620;     0.000000;    13.608795;     0.000000;    13.608795
   30.557953;     0.000000;    13.608765;     0.000000;    13.608765
   30.566286;     0.000000;    13.608734;     0.000000;    13.608734
   30.574619;     0.000000;    13.608719;     0.000000;    13.608719
   30.582952;     0.000000;    13.608688;     0.000000;    13.608688
   30.591286;     0.000000;    13.608627;     0.000000;    13.608627
   30.599619;     0.000000;    13.608612;     0.000000;    13.608612
   30.607952;     0.000000;    13.608566;     0.000000;    13.608566
   30.616285;     0.000000;    13.608566;     0.000000;    13.608566
   30.624619;     0.000000;    13.608521;     0.000000;    13.608521
   30.632952;     0.000000;    13.608490;     0.000000;    13.608490
   30.641285;     0.000000;    13.608475;     0.000000;    13.608475
   30.649618;     0.000000;    13.608444;     0.000000;    13.608444
   30.657951;     0.000000;    13.608429;     0.000000;    13.608429
   30.666285;     0.000000;    13.608383;     0.000000;    13.608383
   30.674618;     0.000000;    13.608368;     0.000000;    13.608368
   30.682951;     0.000000;    13.608337;     0.000000;    13.608337
   30.691284;     0.000000;    13.608322;     0.000000;    13.608322
   30.699617;     0.000000;    13.608292;     0.000000;    13.608292
   30.707951;     0.000000;    13.608261;     0.000000;    13.608261
   30.716284;     0.000000;    13.608231;     0.000000;    13.608231
   30.724617;     0.000000;    13.608200;     0.000000;    13.608200
   30.732950;     0.000000;    13.608170;     0.000000;    13.608170
   30.741283;     0.000000;    13.608139;     0.000000;    13.608139
   30.749617;     0.000000;    13.608124;     0.000000;    13.608124
   30.757950;     0.000000;    13.608078;     0.000000;    13.608078
   30.766283;     0.000000;    13.608078;     0.000000;    13.608078
   30.774616;     0.000000;    13.608032;     0.000000;    13.608032
   30.782949;     0.000000;    13.608017;     0.000000;    13.608017
   30.791283;     0.000000;    13.607971;     0.000000;    13.607971
   30.799616;     0.000000;    13.607956;     0.000000;    13.607956
   30.807949;     0.000000;    13.607941;     0.000000;    13.607941
   30.816282;     0.000000;    13.607910;     0.000000;    13.607910
   30.824615;     0.000000;    13.607895;     0.000000;    13.607895
   30.832949;     0.000000;    13.607864;     0.000000;    13.607864
   30.841282;     0.000000;    13.607849;     0.000000;    13.607849
   30.849615;     0.000000;    13.607819;     0.000000;    13.607819
   30.857948;     0.000000;    13.607788;     0.000000;    13.607788
   30.866282;     0.000000;    13.607773;     0.000000;    13.607773
   30.874615;     0.000000;    13.607758;     0.000000;    13.607758
   30.882948;     0.000000;    13.607727;     0.000000;    13.607727
   30.891281;     0.000000;    13.607712;     0.000000;    13.607712
   30.899614;     0.000000;    13.607681;     0.000000;    13.607681
   30.907948;     0.000000;    13.607666;     0.000000;    13.607666
   30.916281;     0.000000;    13.607651;     0.000000;    13.607651
   30.924614;     0.000000;    13.607620;     0.000000;    13.607620
   30.932947;     0.000000;    13.607620;     0.000000;    13.607620
   30.941280;     0.000000;    13.607590;     0.000000;    13.607590
   30.949614;     0.000000;    13.607559;     0.000000;    13.607559
   30.957947;     0.000000;    13.607559;     0.000000;    13.607559
   30.966280;     0.000000;    13.607529;     0.000000;    13.607529
   30.974613;     0.000000;    13.607513;     0.000000;    13.607513
   30.982946;     0.000000;    13.607498;     0.000000;    13.607498
   30.991280;     0.000000;    13.607483;     0.000000;    13.607483
   30.999613;     0.000000;    13.607452;     0.000000;    13.607452
   31.007946;     0.000000;    13.607437;     0.000000;    13.607437
   31.016279;     0.000000;    13.607437;     0.000000;    13.607437
   31.024612;     0.000000;    13.607391;     0.000000;    13.607391
   31.032946;     0.000000;    13.607376;     0.000000;    13.607376
   31.041279;     0.000000;    13.607391;     0.000000;    13.607391
   31.049612;     0.000000;    13.607346;     0.000000;    13.607346
   31.057945;     0.000000;    13.607330;     0.000000;    13.607330
   31.066278;     0.000000;    13.607346;     0.000000;    13.607346
   31.074612;     0.000000;    13.607315;     0.000000;    13.607315
   31.082945;     0.000000;    13.607300;     0.000000;    13.607300
   31.091278;     0.000000;    13.607300;     0.000000;    13.607300
   31.099611;     0.000000;    13.607285;     0.000000;    13.607285
   31.107944;     0.000000;    13.607254;     0.000000;    13.607254
   31.116278;     0.000000;    13.607254;     0.000000;    13.607254
   31.124611;     0.000000;    13.607254;     0.000000;    13.607254
   31.132944;     0.000000;    13.607208;     0.000000;    13.607208
   31.141277;     0.000000;    13.607208;     0.000000;    13.607208
   31.149611;     0.000000;    13.607193;     0.000000;    13.607193
   31.157944;     0.000000;    13.607178;     0.000000;    13.607178
   31.166277;     0.000000;    13.607162;     0.000000;    13.607162
   31.174610;     0.000000;    13.607162;     0.000000;    13.607162
   31.182943;     0.000000;    13.607147;     0.000000;    13.607147
   31.191277;     0.000000;    13.607101;     0.000000;    13.607101
   31.199610;     0.000000;    13.607101;     0.000000;    13.607101
   31.207943;     0.000000;    13.607101;     0.000000;    13.607101
   31.216276;     0.000000;    13.607056;     0.000000;    13.607056
   31.224609;     0.000000;    13.607056;     0.000000;    13.607056
   31.232943;     0.000000;    13.607056;     0.000000;    13.607056
   31.241276;     0.000000;    13.607025;     0.000000;    13.607025
   31.249609;     0.000000;    13.607010;     0.000000;    13.607010
   31.257942;     0.000000;    13.607010;     0.000000;    13.607010
   31.266275;     0.000000;    13.606995;     0.000000;    13.606995
   31.274609;     0.000000;    13.606979;     0.000000;    13.606979
   31.282942;     0.000000;    13.606964;     0.000000;    13.606964
   31.291275;     0.000000;    13.606949;     0.000000;    13.606949
   31.299608;     0.000000;    13.606949;     0.000000;    13.606949
   31.307941;     0.000000;    13.606934;     0.000000;    13.606934
   31.316275;     0.000000;    13.606918;     0.000000;    13.606918
   31.324608;     0.000000;    13.606934;     0.000000;    13.606934
   31.332941;     0.000000;    13.606918;     0.000000;    13.606918
   31.341274;     0.000000;    13.606888;     0.000000;    13.606888
   31.349607;     0.000000;    13.606888;     0.000000;    13.606888
   31.357941;     0.000000;    13.606873;     0.000000;    13.606873
   31.366274;     0.000000;    13.606857;     0.000000;    13.606857
   31.374607;     0.000000;    13.606842;     0.000000;    13.606842
   31.382940;     0.000000;    13.606857;     0.000000;    13.606857
   31.391273;     0.000000;    13.606842;     0.000000;    13.606842
   31.399607;     0.000000;    13.606827;     0.000000;    13.606827
   31.407940;     0.000000;    13.606827;     0.000000;    13.606827
   31.416273;     0.000000;    13.606812;     0.000000;    13.606812
   31.424606;     0.000000;    13.606796;     0.000000;    13.606796
   31.432940;     0.000000;    13.606796;     0.000000;    13.606796
   31.441273;     0.000000;    13.606796;     0.000000;    13.606796
   31.449606;     0.000000;    13.606796;     0.000000;    13.606796
   31.457939;     0.000000;    13.606796;     0.000000;    13.606796
   31.466272;     0.000000;    13.606796;     0.000000;    13.606796
   31.474606;     0.000000;    13.606781;     0.000000;    13.606781
   31.482939;     0.000000;    13.606796;     0.000000;    13.606796
   31.491272;     0.000000;    13.606796;     0.000000;    13.606796
   31.499605;     0.000000;    13.606796;     0.000000;    13.606796
   31.507938;     0.000000;    13.606796;     0.000000;    13.606796
   31.516272;     0.000000;    13.606796;     0.000000;    13.606796
   31.524605;     0.000000;    13.606796;     0.000000;    13.606796
   31.532938;     0.000000;    13.606796;     0.000000;    13.606796
   31.541271;     0.000000;    13.606766;     0.000000;    13.606766
   31.549604;     0.000000;    13.606781;     0.000000;    13.606781
   31.557938;     0.000000;    13.606766;     0.000000;    13.606766
   31.566271;     0.000000;    13.606750;     0.000000;    13.606750
   31.574604;     0.000000;    13.606750;     0.000000;    13.606750
   31.582937;     0.000000;    13.606750;     0.000000;    13.606750
   31.591270;     0.000000;    13.606750;     0.000000;    13.606750
   31.599604;     0.000000;    13.606750;     0.000000;    13.606750
   31.607937;     0.000000;    13.606750;     0.000000;    13.606750
   31.616270;     0.000000;    13.606750;     0.000000;    13.606750
   31.624603;     0.000000;    13.606766;     0.000000;    13.606766
   31.632936;     0.000000;    13.606750;     0.000000;    13.606750
   31.641270;     0.000000;    13.606750;     0.000000;    13.606750
   31.649603;     0.000000;    13.606750;     0.000000;    13.606750
   31.657936;     0.000000;    13.606766;     0.000000;    13.606766
   31.666269;     0.000000;    13.606735;     0.000000;    13.606735
   31.674603;     0.000000;    13.606720;     0.000000;    13.606720
   31.682936;     0.000000;    13.606720;     0.000000;    13.606720
   31.691269;     0.000000;    13.606720;     0.000000;    13.606720
   31.699602;     0.000000;    13.606720;     0.000000;    13.606720
   31.707935;     0.000000;    13.606720;     0.000000;    13.606720
   31.716269;     0.000000;    13.606720;     0.000000;    13.606720
   31.724602;     0.000000;    13.606720;     0.000000;    13.606720
   31.732935;     0.000000;    13.606720;     0.000000;    13.606720
   31.741268;     0.000000;    13.606720;     0.000000;    13.606720
   31.749601;     0.000000;    13.606720;     0.000000;    13.606720
   31.757935;     0.000000;    13.606720;     0.000000;    13.606720
   31.766268;     0.000000;    13.606720;     0.000000;    13.606720
   31.774601;     0.000000;    13.606720;     0.000000;    13.606720
   31.782934;     0.000000;    13.606720;     0.000000;    13.606720
   31.791267;     0.000000;    13.606720;     0.000000;    13.606720
   31.799601;     0.000000;    13.606735;     0.000000;    13.606735
   31.807934;     0.000000;    13.606735;     0.000000;    13.606735
   31.816267;     0.000000;    13.606735;     0.000000;    13.606735
   31.824600;     0.000000;    13.606735;     0.000000;    13.606735
   31.832933;     0.000000;    13.606735;     0.000000;    13.606735
   31.841267;     0.000000;    13.606750;     0.000000;    13.606750
   31.849600;     0.000000;    13.606750;     0.000000;    13.606750
   31.857933;     0.000000;    13.606766;     0.000000;    13.606766
   31.866266;     0.000000;    13.606766;     0.000000;    13.606766
   31.874599;     0.000000;    13.606766;     0.000000;    13.606766
   31.882933;     0.000000;    13.606781;     0.000000;    13.606781
   31.891266;     0.000000;    13.606781;     0.000000;    13.606781
   31.899599;     0.000000;    13.606796;     0.000000;    13.606796
   31.907932;     0.000000;    13.606796;     0.000000;    13.606796
   31.916265;     0.000000;    13.606812;     0.000000;    13.606812
   31.924599;     0.000000;    13.606812;     0.000000;    13.606812
   31.932932;     0.000000;    13.606812;     0.000000;    13.606812
   31.941265;     0.000000;    13.606796;     0.000000;    13.606796
   31.949598;     0.000000;    13.606812;     0.000000;    13.606812
   31.957932;     0.000000;    13.606827;     0.000000;    13.606827
   31.966265;     0.000000;    13.606827;     0.000000;    13.606827
   31.974598;     0.000000;    13.606827;     0.000000;    13.606827
   31.982931;     0.000000;    13.606827;     0.000000;    13.606827
   31.991264;     0.000000;    13.606827;     0.000000;    13.606827
   31.999598;     0.000000;    13.606857;     0.000000;    13.606857
   32.007931;     0.000000;    13.606827;     0.000000;    13.606827
   32.016266;     0.000000;    13.606842;     0.000000;    13.606842
   32.024601;     0.000000;    13.606857;     0.000000;    13.606857
   32.032936;     0.000000;    13.606857;     0.000000;    13.606857
   32.041271;     0.000000;    13.606873;     0.000000;    13.606873
   32.049606;     0.000000;    13.606903;     0.000000;    13.606903
   32.057941;     0.000000;    13.606888;     0.000000;    13.606888
   32.066277;     0.000000;    13.606888;     0.000000;    13.606888
   32.074612;     0.000000;    13.606888;     0.000000;    13.606888
   32.082947;     0.000000;    13.606888;     0.000000;    13.606888
   32.091282;     0.000000;    13.606903;     0.000000;    13.606903
   32.099617;     0.000000;    13.606918;     0.000000;    13.606918
   32.107952;     0.000000;    13.606918;     0.000000;    13.606918
   32.116287;     0.000000;    13.606918;     0.000000;    13.606918
   32.124622;     0.000000;    13.606918;     0.000000;    13.606918
   32.132957;     0.000000;    13.606934;     0.000000;    13.606934
   32.141293;     0.000000;    13.606949;     0.000000;    13.606949
   32.149628;     0.000000;    13.606949;     0.000000;    13.606949
   32.157963;     0.000000;    13.606949;     0.000000;    13.606949
   32.166298;     0.000000;    13.606964;     0.000000;    13.606964
   32.174633;     0.000000;    13.606964;     0.000000;    13.606964
   32.182968;     0.000000;    13.606979;     0.000000;    13.606979
   32.191303;     0.000000;    13.606995;     0.000000;    13.606995
   32.199638;     0.000000;    13.606995;     0.000000;    13.606995
   32.207973;     0.000000;    13.606995;     0.000000;    13.606995
   32.216309;     0.000000;    13.607025;     0.000000;    13.607025
   32.224644;     0.000000;    13.607010;     0.000000;    13.607010
   32.232979;     0.000000;    13.607025;     0.000000;    13.607025
   32.241314;     0.000000;    13.607056;     0.000000;    13.607056
   32.249649;     0.000000;    13.607056;     0.000000;    13.607056
   32.257984;     0.000000;    13.607071;     0.000000;    13.607071
   32.266319;     0.000000;    13.607056;     0.000000;    13.607056
   32.274654;     0.000000;    13.607071;     0.000000;    13.607071
   32.282990;     0.000000;    13.607101;     0.000000;    13.607101
   32.291325;     0.000000;    13.607117;     0.000000;    13.607117
   32.299660;     0.000000;    13.607132;     0.000000;    13.607132
   32.307995;     0.000000;    13.607147;     0.000000;    13.607147
   32.316330;     0.000000;    13.607162;     0.000000;    13.607162
   32.324665;     0.000000;    13.607162;     0.000000;    13.607162
   32.333000;     0.000000;    13.607178;     0.000000;    13.607178
   32.341335;     0.000000;    13.607193;     0.000000;    13.607193
   32.349670;     0.000000;    13.607224;     0.000000;    13.607224
   32.358006;     0.000000;    13.607224;     0.000000;    13.607224
   32.366341;     0.000000;    13.607254;     0.000000;    13.607254
   32.374676;     0.000000;    13.607269;     0.000000;    13.607269
   32.383011;     0.000000;    13.607269;     0.000000;    13.607269
   32.391346;     0.000000;    13.607285;     0.000000;    13.607285
   32.399681;     0.000000;    13.607300;     0.000000;    13.607300
   32.408016;     0.000000;    13.607315;     0.000000;    13.607315
   32.416351;     0.000000;    13.607346;     0.000000;    13.607346
   32.424686;     0.000000;    13.607361;     0.000000;    13.607361
   32.433022;     0.000000;    13.607361;     0.000000;    13.607361
   32.441357;     0.000000;    13.607376;     0.000000;    13.607376
   32.449692;     0.000000;    13.607391;     0.000000;    13.607391
   32.458027;     0.000000;    13.607407;     0.000000;    13.607407
   32.466362;     0.000000;    13.607391;     0.000000;    13.607391
   32.474697;     0.000000;    13.607407;     0.000000;    13.607407
   32.483032;     0.000000;    13.607422;     0.000000;    13.607422
   32.491367;     0.000000;    13.607452;     0.000000;    13.607452
   32.499702;     0.000000;    13.607452;     0.000000;    13.607452
   32.508038;     0.000000;    13.607452;     0.000000;    13.607452
   32.516373;     0.000000;    13.607452;     0.000000;    13.607452
   32.524708;     0.000000;    13.607483;     0.000000;    13.607483
   32.533043;     0.000000;    13.607483;     0.000000;    13.607483
   32.541378;     0.000000;    13.607498;     0.000000;    13.607498
   32.549713;     0.000000;    13.607513;     0.000000;    13.607513
   32.558048;     0.000000;    13.607529;     0.000000;    13.607529
   32.566383;     0.000000;    13.607544;     0.000000;    13.607544
   32.574718;     0.000000;    13.607559;     0.000000;    13.607559
   32.583054;     0.000000;    13.607574;     0.000000;    13.607574
   32.591389;     0.000000;    13.607574;     0.000000;    13.607574
   32.599724;     0.000000;    13.607574;     0.000000;    13.607574
   32.608059;     0.000000;    13.607574;     0.000000;    13.607574
   32.616394;     0.000000;    13.607605;     0.000000;    13.607605
   32.624729;     0.000000;    13.607605;     0.000000;    13.607605
   32.633064;     0.000000;    13.607651;     0.000000;    13.607651
   32.641399;     0.000000;    13.607651;     0.000000;    13.607651
   32.649734;     0.000000;    13.607666;     0.000000;    13.607666
   32.658070;     0.000000;    13.607681;     0.000000;    13.607681
   32.666405;     0.000000;    13.607697;     0.000000;    13.607697
   32.674740;     0.000000;    13.607697;     0.000000;    13.607697
   32.683075;     0.000000;    13.607712;     0.000000;    13.607712
   32.691410;     0.000000;    13.607742;     0.000000;    13.607742
   32.699745;     0.000000;    13.607758;     0.000000;    13.607758
   32.708080;     0.000000;    13.607773;     0.000000;    13.607773
   32.716415;     0.000000;    13.607788;     0.000000;    13.607788
   32.724751;     0.000000;    13.607803;     0.000000;    13.607803
   32.733086;     0.000000;    13.607834;     0.000000;    13.607834
   32.741421;     0.000000;    13.607849;     0.000000;    13.607849
   32.749756;     0.000000;    13.607864;     0.000000;    13.607864
   32.758091;     0.000000;    13.607880;     0.000000;    13.607880
   32.766426;     0.000000;    13.607864;     0.000000;    13.607864
   32.774761;     0.000000;    13.607910;     0.000000;    13.607910
   32.783096;     0.000000;    13.607925;     0.000000;    13.607925
   32.791431;     0.000000;    13.607941;     0.000000;    13.607941
   32.799767;     0.000000;    13.607971;     0.000000;    13.607971
   32.808102;     0.000000;    13.607986;     0.000000;    13.607986
   32.816437;     0.000000;    13.607986;     0.000000;    13.607986
   32.824772;     0.000000;    13.608017;     0.000000;    13.608017
   32.833107;     0.000000;    13.608032;     0.000000;    13.608032
   32.841442;     0.000000;    13.608047;     0.000000;    13.608047
   32.849777;     0.000000;    13.608063;     0.000000;    13.608063
   32.858112;     0.000000;    13.608078;     0.000000;    13.608078
   32.866447;     0.000000;    13.608093;     0.000000;    13.608093
   32.874783;     0.000000;    13.608093;     0.000000;    13.608093
   32.883118;     0.000000;    13.608093;     0.000000;    13.608093
   32.891453;     0.000000;    13.608124;     0.000000;    13.608124
   32.899788;     0.000000;    13.608139;     0.000000;    13.608139
   32.908123;     0.000000;    13.608154;     0.000000;    13.608154
   32.916458;     0.000000;    13.608185;     0.000000;    13.608185
   32.924793;     0.000000;    13.608200;     0.000000;    13.608200
   32.933128;     0.000000;    13.608215;     0.000000;    13.608215
   32.941463;     0.000000;    13.608231;     0.000000;    13.608231
   32.949799;     0.000000;    13.608246;     0.000000;    13.608246
   32.958134;     0.000000;    13.608276;     0.000000;    13.608276
   32.966469;     0.000000;    13.608292;     0.000000;    13.608292
   32.974804;     0.000000;    13.608307;     0.000000;    13.608307
   32.983139;     0.000000;    13.608337;     0.000000;    13.608337
   32.991474;     0.000000;    13.608337;     0.000000;    13.608337
   32.999809;     0.000000;    13.608337;     0.000000;    13.608337
   33.008144;     0.000000;    13.608353;     0.000000;    13.608353
   33.016479;     0.000000;    13.608368;     0.000000;    13.608368
   33.024815;     0.000000;    13.608368;     0.000000;    13.608368
   33.033150;     0.000000;    13.608398;     0.000000;    13.608398
   33.041485;     0.000000;    13.608429;     0.000000;    13.608429
   33.049820;     0.000000;    13.608429;     0.000000;    13.608429
   33.058155;     0.000000;    13.608444;     0.000000;    13.608444
   33.066490;     0.000000;    13.608459;     0.000000;    13.608459
   33.074825;     0.000000;    13.608490;     0.000000;    13.608490
   33.083160;     0.000000;    13.608505;     0.000000;    13.608505
   33.091496;     0.000000;    13.608521;     0.000000;    13.608521
   33.099831;     0.000000;    13.608521;     0.000000;    13.608521
   33.108166;     0.000000;    13.608536;     0.000000;    13.608536
   33.116501;     0.000000;    13.608551;     0.000000;    13.608551
   33.124836;     0.000000;    13.608566;     0.000000;    13.608566
   33.133171;     0.000000;    13.608597;     0.000000;    13.608597
   33.141506;     0.000000;    13.608612;     0.000000;    13.608612
   33.149841;     0.000000;    13.608627;     0.000000;    13.608627
   33.158176;     0.000000;    13.608627;     0.000000;    13.608627
   33.166512;     0.000000;    13.608643;     0.000000;    13.608643
   33.174847;     0.000000;    13.608673;     0.000000;    13.608673
   33.183182;     0.000000;    13.608673;     0.000000;    13.608673
   33.191517;     0.000000;    13.608704;     0.000000;    13.608704
   33.199852;     0.000000;    13.608704;     0.000000;    13.608704
   33.208187;     0.000000;    13.608704;     0.000000;    13.608704
   33.216522;     0.000000;    13.608719;     0.000000;    13.608719
   33.224857;     0.000000;    13.608734;     0.000000;    13.608734
   33.233192;     0.000000;    13.608749;     0.000000;    13.608749
   33.241528;     0.000000;    13.608749;     0.000000;    13.608749
   33.249863;     0.000000;    13.608780;     0.000000;    13.608780
   33.258198;     0.000000;    13.608780;     0.000000;    13.608780
   33.266533;     0.000000;    13.608795;     0.000000;    13.608795
   33.274868;     0.000000;    13.608810;     0.000000;    13.608810
   33.283203;     0.000000;    13.608826;     0.000000;    13.608826
   33.291538;     0.000000;    13.608841;     0.000000;    13.608841
   33.299873;     0.000000;    13.608871;     0.000000;    13.608871
   33.308208;     0.000000;    13.608902;     0.000000;    13.608902
   33.316544;     0.000000;    13.608917;     0.000000;    13.608917
   33.324879;     0.000000;    13.608948;     0.000000;    13.608948
   33.333214;     0.000000;    13.608963;     0.000000;    13.608963
   33.341549;     0.000000;    13.608994;     0.000000;    13.608994
   33.349884;     0.000000;    13.608994;     0.000000;    13.608994
   33.358219;     0.000000;    13.608994;     0.000000;    13.608994
   33.366554;     0.000000;    13.609009;     0.000000;    13.609009
   33.374889;     0.000000;    13.609039;     0.000000;    13.609039
   33.383224;     0.000000;    13.609055;     0.000000;    13.609055
   33.391560;     0.000000;    13.609055;     0.000000;    13.609055
   33.399895;     0.000000;    13.609070;     0.000000;    13.609070
   33.408230;     0.000000;    13.609085;     0.000000;    13.609085
   33.416565;     0.000000;    13.609100;     0.000000;    13.609100
   33.424900;     0.000000;    13.609100;     0.000000;    13.609100
   33.433235;     0.000000;    13.609100;     0.000000;    13.609100
   33.441570;     0.000000;    13.609116;     0.000000;    13.609116
   33.449905;     0.000000;    13.609146;     0.000000;    13.609146
   33.458241;     0.000000;    13.609177;     0.000000;    13.609177
   33.466576;     0.000000;    13.609207;     0.000000;    13.609207
   33.474911;     0.000000;    13.609222;     0.000000;    13.609222
   33.483246;     0.000000;    13.609238;     0.000000;    13.609238
   33.491581;     0.000000;    13.609253;     0.000000;    13.609253
   33.499916;     0.000000;    13.609268;     0.000000;    13.609268
   33.508251;     0.000000;    13.609283;     0.000000;    13.609283
   33.516586;     0.000000;    13.609283;     0.000000;    13.609283
   33.524921;     0.000000;    13.609299;     0.000000;    13.609299
   33.533257;     0.000000;    13.609329;     0.000000;    13.609329
   33.541592;     0.000000;    13.609344;     0.000000;    13.609344
   33.549927;     0.000000;    13.609360;     0.000000;    13.609360
   33.558262;     0.000000;    13.609360;     0.000000;    13.609360
   33.566597;     0.000000;    13.609390;     0.000000;    13.609390
   33.574932;     0.000000;    13.609406;     0.000000;    13.609406
   33.583267;     0.000000;    13.609421;     0.000000;    13.609421
   33.591602;     0.000000;    13.609436;     0.000000;    13.609436
   33.599937;     0.000000;    13.609436;     0.000000;    13.609436
   33.608273;     0.000000;    13.609467;     0.000000;    13.609467
   33.616608;     0.000000;    13.609467;     0.000000;    13.609467
   33.624943;     0.000000;    13.609482;     0.000000;    13.609482
   33.633278;     0.000000;    13.609512;     0.000000;    13.609512
   33.641613;     0.000000;    13.609543;     0.000000;    13.609543
   33.649948;     0.000000;    13.609558;     0.000000;    13.609558
   33.658283;     0.000000;    13.609589;     0.000000;    13.609589
   33.666618;     0.000000;    13.609604;     0.000000;    13.609604
   33.674953;     0.000000;    13.609604;     0.000000;    13.609604
   33.683289;     0.000000;    13.609619;     0.000000;    13.609619
   33.691624;     0.000000;    13.609634;     0.000000;    13.609634
   33.699959;     0.000000;    13.609650;     0.000000;    13.609650
   33.708294;     0.000000;    13.609665;     0.000000;    13.609665
   33.716629;     0.000000;    13.609665;     0.000000;    13.609665
   33.724964;     0.000000;    13.609680;     0.000000;    13.609680
   33.733299;     0.000000;    13.609695;     0.000000;    13.609695
   33.741634;     0.000000;    13.609726;     0.000000;    13.609726
   33.749969;     0.000000;    13.609756;     0.000000;    13.609756
   33.758305;     0.000000;    13.609772;     0.000000;    13.609772
   33.766640;     0.000000;    13.609802;     0.000000;    13.609802
   33.774975;     0.000000;    13.609802;     0.000000;    13.609802
   33.783310;     0.000000;    13.609833;     0.000000;    13.609833
   33.791645;     0.000000;    13.609833;     0.000000;    13.609833
   33.799980;     0.000000;    13.609863;     0.000000;    13.609863
   33.808315;     0.000000;    13.609894;     0.000000;    13.609894
   33.816650;     0.000000;    13.609909;     0.000000;    13.609909
   33.824986;     0.000000;    13.609940;     0.000000;    13.609940
   33.833321;     0.000000;    13.609955;     0.000000;    13.609955
   33.841656;     0.000000;    13.609955;     0.000000;    13.609955
   33.849991;     0.000000;    13.609970;     0.000000;    13.609970
   33.858326;     0.000000;    13.609985;     0.000000;    13.609985
